num, diff, time, interval, avg
3,26960470,1498823228,53,53
4,26947306,1498823261,33,43
5,26960463,1498823269,8,31.333333333333332
6,26973627,1498823274,5,24.75
7,26960457,1498823290,16,23
8,26947293,1498823339,49,27.333333333333332
9,26934136,1498823386,47,30.142857142857142
10,26947287,1498823389,3,26.75
11,26934130,1498823404,15,25.444444444444443
12,26920979,1498823431,27,25.6
13,26934124,1498823436,5,20.8
14,26920973,1498823449,13,18.8
15,26907828,1498823470,21,20.1
16,26920966,1498823478,8,20.4
17,26907821,1498823502,24,21.2
18,26894683,1498823517,15,17.8
19,26881551,1498823532,15,14.6
20,26894676,1498823538,6,14.9
21,26907808,1498823540,2,13.6
22,26920946,1498823551,11,12
23,26934090,1498823562,11,12.6
24,26947241,1498823567,5,11.8
25,26934084,1498823603,36,13.3
26,26947235,1498823609,6,13.1
27,26934078,1498823624,15,12.2
28,26947229,1498823629,5,11.2
29,26960386,1498823635,6,10.3
30,26947222,1498823654,19,11.6
31,26960379,1498823657,3,11.7
32,26947215,1498823670,13,11.9
33,26960372,1498823678,8,11.6
34,26947208,1498823697,19,13
35,26960365,1498823701,4,9.8
36,26973529,1498823708,7,9.9
37,26986699,1498823719,11,9.5
38,26973522,1498823735,16,10.6
39,26986692,1498823746,11,11.1
40,26973515,1498823769,23,11.5
41,26960345,1498823784,15,12.7
42,26973509,1498823791,7,12.1
43,26960339,1498823820,29,14.2
44,26973503,1498823829,9,13.2
45,26960333,1498823851,22,15
46,26973497,1498823855,4,14.7
47,26960327,1498823876,21,15.7
48,26947163,1498823904,28,16.9
49,26960320,1498823916,12,17
50,26973484,1498823927,11,15.8
51,26986654,1498823939,12,15.5
52,26999831,1498823944,5,15.3
53,26986648,1498823967,23,14.7
54,26999825,1498823971,4,14.2
55,27013008,1498823979,8,12.8
56,27026197,1498823981,2,12.6
57,27039393,1498823985,4,10.9
58,27026191,1498824009,24,10.5
59,27039387,1498824013,4,9.7
60,27052589,1498824016,3,8.9
61,27065798,1498824020,4,8.1
62,27052583,1498824035,15,9.1
63,27065792,1498824038,3,7.1
64,27079007,1498824045,7,7.4
65,27092229,1498824053,8,7.4
66,27079001,1498824082,29,10.1
67,27092223,1498824088,6,10.3
68,27078995,1498824101,13,9.2
69,27065773,1498824119,18,10.6
70,27052558,1498824143,24,12.7
71,27065767,1498824149,6,12.9
72,27078982,1498824153,4,11.8
73,27065760,1498824186,33,14.8
74,27078975,1498824188,2,14.3
75,27065753,1498824219,31,16.6
76,27052538,1498824259,40,17.7
77,27039329,1498824289,30,20.1
78,27026127,1498824307,18,20.6
79,27039323,1498824309,2,19
80,27052525,1498824313,4,17
81,27065734,1498824319,6,17
82,27078949,1498824324,5,17.1
83,27092171,1498824335,11,14.9
84,27105399,1498824346,11,15.8
85,27118634,1498824350,4,13.1
86,27131875,1498824358,8,9.9
87,27118628,1498824422,64,13.3
88,27131869,1498824428,6,12.1
89,27145116,1498824437,9,12.8
90,27131862,1498824452,15,13.9
91,27118615,1498824485,33,16.6
92,27131856,1498824488,3,16.4
93,27145103,1498824490,2,15.5
94,27131849,1498824508,18,16.2
95,27145096,1498824512,4,16.2
96,27131842,1498824525,13,16.7
97,27145089,1498824530,5,10.8
98,27158343,1498824537,7,10.9
99,27171603,1498824545,8,10.8
100,27184870,1498824550,5,9.8
101,27171597,1498824567,17,8.2
102,27158330,1498824596,29,10.8
103,27145070,1498824612,16,12.2
104,27158324,1498824616,4,10.8
105,27171584,1498824621,5,10.9
106,27158317,1498824635,14,11
107,27145057,1498824661,26,13.1
108,27158311,1498824666,5,12.9
109,27171571,1498824674,8,12.9
110,27184838,1498824676,2,12.6
111,27198111,1498824681,5,11.4
112,27211391,1498824686,5,9
113,27224677,1498824691,5,7.9
114,27237970,1498824696,5,8
115,27251269,1498824707,11,8.6
116,27264575,1498824712,5,7.7
117,27251263,1498824726,14,6.5
118,27264569,1498824729,3,6.3
119,27277881,1498824735,6,6.1
120,27264562,1498824757,22,8.1
121,27277874,1498824763,6,8.2
122,27291193,1498824766,3,8
123,27277868,1498824794,28,10.3
124,27291187,1498824796,2,10
125,27304512,1498824803,7,9.6
126,27317844,1498824807,4,9.5
127,27331182,1498824812,5,8.6
128,27344527,1498824813,1,8.4
129,27357878,1498824818,5,8.3
130,27344520,1498824839,21,8.2
131,27357871,1498824845,6,8.2
132,27371229,1498824853,8,8.7
133,27357865,1498824866,13,7.2
134,27344507,1498824890,24,9.4
135,27331156,1498824927,37,12.4
136,27317811,1498824940,13,13.3
137,27304473,1498824954,14,14.2
138,27317805,1498824959,5,14.6
139,27304467,1498824980,21,16.2
140,27317799,1498824983,3,14.4
141,27331137,1498824988,5,14.3
142,27317792,1498825019,31,16.6
143,27304454,1498825045,26,17.9
144,27317786,1498825051,6,16.1
145,27304448,1498825064,13,13.7
146,27317780,1498825068,4,12.8
147,27331118,1498825073,5,11.9
148,27344463,1498825082,9,12.3
149,27331112,1498825096,14,11.6
150,27344457,1498825107,11,12.4
151,27357808,1498825115,8,12.7
152,27371166,1498825122,7,10.3
153,27384530,1498825128,6,8.3
154,27397901,1498825132,4,8.1
155,27384524,1498825155,23,9.1
156,27371153,1498825203,48,13.5
157,27357789,1498825235,32,16.2
158,27344431,1498825257,22,17.5
159,27331080,1498825278,21,18.2
160,27317735,1498825302,24,19.5
161,27331073,1498825304,2,18.9
162,27344418,1498825307,3,18.5
163,27331067,1498825327,20,19.9
164,27344412,1498825332,5,20
165,27357763,1498825334,2,17.9
166,27371121,1498825338,4,13.5
167,27384485,1498825346,8,11.1
168,27397856,1498825349,3,9.2
169,27411233,1498825353,4,7.5
170,27424617,1498825361,8,5.9
171,27411227,1498825382,21,7.8
172,27397843,1498825399,17,9.2
173,27411220,1498825401,2,7.4
174,27424604,1498825413,12,8.1
175,27437994,1498825423,10,8.9
176,27424597,1498825447,24,10.9
177,27437987,1498825455,8,10.9
178,27451384,1498825463,8,11.4
179,27437981,1498825476,13,12.3
180,27424584,1498825507,31,14.6
181,27437974,1498825517,10,13.5
182,27451371,1498825526,9,12.7
183,27437968,1498825540,14,13.9
184,27451365,1498825548,8,13.5
185,27437962,1498825563,15,14
186,27424565,1498825601,38,15.4
187,27411175,1498825614,13,15.9
188,27397791,1498825633,19,17
189,27411168,1498825640,7,16.4
190,27424552,1498825649,9,14.2
191,27437942,1498825652,3,13.5
192,27424545,1498825665,13,13.9
193,27437935,1498825674,9,13.4
194,27451332,1498825685,11,13.7
195,27464735,1498825688,3,12.5
196,27478145,1498825690,2,8.9
197,27491562,1498825695,5,8.1
198,27478139,1498825719,24,8.6
199,27464722,1498825748,29,10.8
200,27451312,1498825771,23,12.2
201,27437909,1498825790,19,13.8
202,27451306,1498825798,8,13.3
203,27464709,1498825801,3,12.7
204,27478119,1498825805,4,12
205,27491536,1498825812,7,12.4
206,27478113,1498825841,29,15.1
207,27491530,1498825847,6,15.2
208,27478107,1498825885,38,16.6
209,27464690,1498825905,20,15.7
210,27478100,1498825909,4,13.8
211,27491517,1498825914,5,12.4
212,27478094,1498825927,13,12.9
213,27491511,1498825935,8,13.4
214,27504934,1498825940,5,13.5
215,27518364,1498825946,6,13.4
216,27531800,1498825954,8,11.3
217,27545243,1498825962,8,11.5
218,27531794,1498826007,45,12.2
219,27545237,1498826015,8,11
220,27558686,1498826020,5,11.1
221,27545230,1498826039,19,12.5
222,27531781,1498826058,19,13.1
223,27545224,1498826066,8,13.1
224,27531775,1498826082,16,14.2
225,27545218,1498826091,9,14.5
226,27531769,1498826122,31,16.8
227,27518326,1498826144,22,18.2
228,27504890,1498826168,24,16.1
229,27518320,1498826173,5,15.8
230,27531756,1498826176,3,15.6
231,27545199,1498826186,10,14.7
232,27531750,1498826214,28,15.6
233,27518307,1498826241,27,17.5
234,27531743,1498826250,9,16.8
235,27518300,1498826273,23,18.2
236,27531736,1498826275,2,15.3
237,27545179,1498826279,4,13.5
238,27558628,1498826287,8,11.9
239,27545172,1498826303,16,13
240,27558621,1498826307,4,13.1
241,27545165,1498826324,17,13.8
242,27558614,1498826334,10,12
243,27572070,1498826344,10,10.3
244,27585532,1498826350,6,10
245,27599001,1498826353,3,8
246,27585525,1498826368,15,9.3
247,27598994,1498826379,11,10
248,27612470,1498826384,5,9.7
249,27625952,1498826393,9,9
250,27639441,1498826400,7,9.3
251,27652936,1498826405,5,8.1
252,27639434,1498826422,17,8.8
253,27652929,1498826432,10,8.8
254,27666431,1498826440,8,9
255,27652923,1498826568,128,21.5
256,27639421,1498826717,149,34.9
257,27625926,1498826744,27,36.5
258,27612437,1498826881,137,49.7
259,27598955,1498826923,42,53
260,27585479,1498826952,29,55.2
261,27572010,1498827008,56,60.3
262,27558548,1498827297,289,87.5
263,27545092,1498827543,246,111.1
264,27531643,1498827673,130,123.3
265,27518200,1498827751,78,118.3
266,27531636,1498827762,11,104.5
267,27518193,1498827946,184,120.2
268,27531629,1498827956,10,107.5
269,27518186,1498827976,20,105.3
270,27504750,1498828081,105,112.9
271,27491320,1498828110,29,110.2
272,27477897,1498828262,152,96.5
273,27464481,1498828323,61,78
274,27451071,1498828536,213,86.3
275,27437668,1498828850,314,109.9
276,27424271,1498828953,103,119.1
277,27410881,1498828993,40,104.7
278,27397497,1498829024,31,106.8
279,27384120,1498829047,23,107.1
280,27370749,1498829077,30,99.6
281,27357385,1498829118,41,100.8
282,27344027,1498829135,17,87.3
